   5.5097781950010161e-01	  -5.4509958897672328e-01	   1.0464998671240526e+00	   1.8344255019152692e-01	   6.5672224733522833e-01	  -1.6769734855630958e+00	  -1.2780175051572982e+00	  -1.6389627503806594e+00	  -1.9344803400398622e+00	   2.6655421400534283e+00	   3.5357785572822087e-01	   1.0003575323560354e+00	  -1.3054509942349521e+00	   1.0466276051729873e+00	   7.1601649802872014e-01	  -1.1384201620510199e+00	  -4.3366017547854196e-01	  -1.3217595383870908e+00	  -1.0193968686146521e-01	   7.1936232139824099e-02	  -3.0481979312345309e-01	   2.6603416336580411e-02	  -1.0416166785431533e+00	  -2.5750554447865304e-01	   1.5791193118068139e+00	   2.3508620720138107e+00	  -6.4959602900322522e-01	  -6.0692477857894923e-02	  -7.5311958044760341e-01	  -2.6888422183555866e-01	
   3.6754537851306035e-01	  -1.1316176320548035e+00	  -1.4066450566274313e+00	  -6.9644353333371845e-01	   3.0565586638052800e-01	   5.5782608982779458e-01	   9.1416771736598856e-01	   7.7834658971894599e-01	   2.9620869092959939e-01	   4.4223869251289724e-02	   8.7406629625680599e-01	   5.8047265442324303e-01	  -2.2337149453951253e+00	   2.1598105094832440e-01	   1.5388214012974792e+00	   1.7549601750764976e-01	   1.7654647837982682e-01	   6.1063242560989395e-01	  -1.1758894352897591e+00	  -1.0177405262100130e+00	   3.1661295229296166e-01	  -3.7440623312192285e-02	  -1.0219179085840613e+00	  -8.5843523211282524e-02	  -5.6516053262223620e-01	   4.8891338506133997e-01	   6.3779159153079867e-01	   1.8854347568668542e-01	  -5.8029224818146130e-01	   8.6834016548273174e-01	
  -7.3963336231873245e-01	  -2.1608423296512593e+00	   7.8615020465008345e-01	  -1.2460727418586321e+00	  -1.0615962926291462e+00	   1.0048535765179507e+00	  -1.7480026541100452e-01	  -3.7239070981941208e-01	   6.9000212522138438e-01	  -2.6013679529694034e-01	  -1.7316862233889013e-01	  -2.5686401564965631e+00	  -1.0991372333354490e+00	  -2.5724230112790325e-01	   3.9774066687446435e-01	  -6.3208870969475583e-01	   1.0776850250399674e+00	   1.2680851172352632e+00	   1.2069655944179682e+00	  -2.4864158545520558e+00	   1.2540209700327249e+00	  -1.3957113247282411e+00	   2.0659642513421712e+00	  -1.8033597353696842e+00	  -4.8839094934141902e-02	  -6.8087744737420131e-01	   1.0127975616223204e+00	   7.3937561050952050e-01	  -6.4746335218033979e-01	   2.1339550379870320e-01	
  -3.2817095812653418e-01	  -1.9837531205137346e-01	   2.4542265645716599e-01	  -6.0412063084763268e-01	  -3.3590178961982542e-01	   5.8831977568015592e-01	  -1.3097276518010259e+00	   1.2129811356005487e+00	   8.2172094179711996e-01	  -3.1276507862451791e-01	  -1.1907029708984123e+00	  -1.0186399108834900e+00	  -1.1433774812429920e+00	   3.4229066438631196e-02	   1.4271667317473946e+00	  -1.5136031474287079e+00	   1.6765004110364863e+00	  -4.5581445136550264e-01	  -1.2534056881387861e+00	   1.6353995980452405e+00	   7.6249720963412004e-01	   2.3030336718826983e-01	   1.5959179134033716e+00	   5.6490650120889363e-01	  -6.6856663347121988e-03	   1.0652103925966301e-01	  -6.6068940767393891e-01	   8.2598474959339574e-01	  -4.3689735819965647e-01	  -1.1951113742296698e-01	
  -1.3434320701272753e+00	   8.7717429953863904e-02	  -4.3388299937108643e-01	  -6.7840294087636588e-01	  -2.1640763022716758e-01	  -2.9393354956630002e-01	  -1.1790429247716845e+00	  -1.7238501682128946e+00	  -1.1061791043028117e+00	  -1.2179283821401361e+00	   4.2201775907724504e-01	   7.2067789957433703e-01	   2.0149515562883984e+00	  -1.0141024557482985e+00	   1.1380810778924402e-01	   2.0142628281208781e+00	  -3.8690838349992013e-01	  -9.0622480663342186e-01	  -8.5376388715668675e-02	   9.4619015426252273e-01	   7.4517896051030552e-01	   3.8058695772135298e-01	   5.2360468201440713e-01	  -1.1375354252253043e+00	  -3.1582486045443819e-01	  -6.0504381595634282e-01	  -6.5374031185149784e-01	  -1.5669080218944147e+00	  -3.6942757047787496e-02	  -1.2978891775368215e-01	
  -1.1495780345021296e+00	   1.0712069886696429e+00	   5.9605800944327270e-01	   2.4984323640618931e-03	  -7.5358277216904601e-01	   1.1519331725382653e+00	   1.0588426783992517e+00	  -1.1151712802741152e+00	   6.4305946477583664e-01	  -3.1606279219778338e-01	  -2.6758801885999367e-01	  -3.4622614743509300e-01	  -4.0155291906298030e-01	  -5.5495124511503435e-01	  -7.2595550830681432e-01	   8.0197165780802349e-01	   2.3741806692161944e+00	   1.0617950001046046e+00	   2.4015492777783698e-01	   5.2043740122508497e-01	   1.0142776405794527e+00	   1.6909493146735044e+00	   6.9601127373494787e-01	  -2.0694904636851829e-04	   4.7960727856628604e-01	  -1.1708693995017354e+00	  -5.4113746515206429e-01	   3.4061623881402386e-01	  -7.9462738884698769e-01	  -7.5788854307973874e-01	
  -5.2025535002369261e-04	   1.7829526892919403e+00	  -1.2097405841717031e-01	  -4.4996931846636945e-01	  -1.3531841514230414e+00	   1.0493752278934015e-01	   7.3098246521514743e-01	   5.8103478561281918e-01	  -1.6302617101088908e+00	   1.5392054982437529e+00	   1.5992636002774014e+00	   9.7575253125111588e-02	  -1.3624589851061464e+00	   1.1630974035598958e+00	  -1.1593561074221288e+00	  -8.7137880136753476e-01	  -1.9648602059863593e-01	   1.1640398394002549e+00	   5.8476684095048381e-01	   7.1529709649669393e-01	  -7.0612825853066985e-01	   1.0138614677068463e+00	  -1.1465175337477587e+00	  -5.6763393247948757e-01	  -5.9294274754360476e-01	   1.4010476166261026e+00	  -4.9211364234300448e-01	  -1.2858399115763679e+00	  -1.9814175737744566e-01	   1.1146317943263730e+00	
  -7.7621799183309381e-01	  -1.2544178131664772e+00	  -7.6666970353505048e-01	  -1.6301082602219699e+00	   7.4851558063064705e-01	  -9.6544837618204815e-01	   1.2952286176128684e+00	  -1.0635533732544619e-01	  -2.2072105232623493e+00	   7.7676599707855454e-01	   8.5404438752961331e-01	   1.9677281133033420e-01	   1.0879420751221787e+00	  -6.2651834775337811e-01	  -2.2971512135852270e-02	  -1.5169881941004144e+00	  -8.0653651753197553e-01	  -2.1011424031403205e+00	   3.9118716731753300e-01	   1.3821792348127258e+00	  -3.5940248325975893e-01	   2.4265295022393842e+00	  -5.8171002564506125e-01	   1.2461484849616196e+00	   3.7693295950630806e-01	  -2.0589881562847365e+00	   1.4290500284460290e+00	  -9.6157985491804265e-01	   4.2683937713820541e-01	   1.1501843374335988e-01	
   1.1005017735313129e-01	  -1.9100013135097613e-02	  -1.3792088704330907e+00	   4.0735027343350050e-01	  -1.0859067905110964e+00	   7.5037805698338844e-01	  -1.3394647562273212e+00	  -1.4797338921369660e-01	   2.3834986014667467e-01	   8.2430556934929899e-01	   3.3574135974393787e-01	   1.7345764427539276e-01	  -8.4448307019998903e-01	  -4.7106021378207658e-02	   3.6323779442294285e-01	  -3.3951047572943716e-01	   2.7976813425501262e-01	   1.1508918026977148e+00	   1.0513902856016968e+00	  -1.5610481389622388e+00	  -9.4566609410997837e-01	   3.3840875753115102e-01	  -1.3493615005714557e+00	   1.4039837956131829e+00	   9.6058201129649676e-02	   1.3765102684667865e+00	  -3.8599186303905064e-01	  -4.6576118322870858e-01	   6.1281951316437111e-01	  -1.6511409884888848e+00	
   4.6084068531806417e-02	   1.0933437782334857e-01	   2.5733627166655154e-01	   4.7824958297891618e-01	   5.0126404001940383e-01	   1.4545038363061369e+00	   7.2783116740569276e-01	   1.7179199574823298e+00	   6.8998632672970528e-01	   4.6774684358963053e-01	   4.5660011882610135e-01	   1.8700379671783411e+00	  -3.0168658406245435e-01	   4.4996771441195194e-01	  -4.5584742434821041e-01	  -8.1538339892322653e-01	  -7.8109884198503865e-01	   5.3982403418407821e-01	   1.3489621352551986e+00	   1.4871672752330976e+00	   2.0593424190175091e-01	   6.4115372375054192e-01	   7.5889807211842486e-01	  -1.2131899419893746e-01	  -1.1702189672461354e+00	  -2.0864702070615629e-01	   3.4874074003260966e-02	  -1.0368884537217710e-01	   2.6992262527846189e-01	   3.7827779259469596e-01	
